date,store_id,store_name,store_type,store_size,city,location_type,product_id,product_name,product_category,price,base_price,discount,promotion,temperature,rainfall,humidity,weather_condition,heatwave,festival,festival_name,festival_intensity,days_to_festival,holiday,day_of_week,weekend,month,warehouse_capacity,delivery_delay,disruption_flag,actual_demand
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,68,0,1,247
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,267
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P003,Milk 1L,Dairy,60.0,60,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,318
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P004,Curd 500g,Dairy,45.0,45,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,305
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P005,Chips 200g,Snacks,35.0,35,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,316
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,281
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,6,1,285
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,324
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,313
2023-01-01,S017,Salem Hub,Wholesale,large,Salem,urban,P010,Rice 5kg,Staples,250.0,250,0,0,24.7,0.0,53.2,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,308
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,139
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P002,Mineral Water 1L,Beverages,19.0,20,5,1,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,67,0,1,160
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P003,Milk 1L,Dairy,60.0,60,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,264
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P004,Curd 500g,Dairy,45.0,45,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,155
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P005,Chips 200g,Snacks,35.0,35,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,176
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,200
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,161
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,187
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,244
2023-01-01,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P010,Rice 5kg,Staples,250.0,250,0,0,19.0,0.0,44.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,147
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,110
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,105
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P003,Milk 1L,Dairy,60.0,60,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,84
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P004,Curd 500g,Dairy,45.0,45,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,115
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P005,Chips 200g,Snacks,35.0,35,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,89
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P006,Biscuits 400g,Snacks,40.0,40,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,124
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,103
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,73,0,1,76
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,105
2023-01-01,S042,Trichy Bazaar,Neighborhood,small,Trichy,suburban,P010,Rice 5kg,Staples,250.0,250,0,0,22.3,0.0,59.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,110
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,320
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,229
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P003,Milk 1L,Dairy,60.0,60,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,337
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P004,Curd 500g,Dairy,45.0,45,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,224
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P005,Chips 200g,Snacks,35.0,35,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,255
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,320
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,271
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,292
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,450
2023-01-01,S051,Chennai Express,Large Supermarket,large,Chennai,urban,P010,Rice 5kg,Staples,250.0,250,0,0,21.8,0.0,53.9,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,296
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,89
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P002,Mineral Water 1L,Beverages,20.0,20,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,102
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P003,Milk 1L,Dairy,60.0,60,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,130
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P004,Curd 500g,Dairy,45.0,45,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,114
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P005,Chips 200g,Snacks,35.0,35,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,114
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P006,Biscuits 400g,Snacks,40.0,40,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,108
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,127
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,110
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,92
2023-01-01,S063,Erode Store,Neighborhood,small,Erode,rural,P010,Rice 5kg,Staples,250.0,250,0,0,20.2,0.0,51.3,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,109
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P001,Cold Drinks 2L,Beverages,42.5,50,15,1,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,18,1,156
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,198
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P003,Milk 1L,Dairy,60.0,60,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,191
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P004,Curd 500g,Dairy,45.0,45,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,203
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P005,Chips 200g,Snacks,35.0,35,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,203
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P006,Biscuits 400g,Snacks,40.0,40,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,180
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,154
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,180
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,188
2023-01-01,S071,Vellore Mart,Supermarket,medium,Vellore,suburban,P010,Rice 5kg,Staples,250.0,250,0,0,21.4,0.0,53.5,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,215
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,107
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P002,Mineral Water 1L,Beverages,20.0,20,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,96
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P003,Milk 1L,Dairy,60.0,60,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,88
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P004,Curd 500g,Dairy,45.0,45,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,90
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P005,Chips 200g,Snacks,35.0,35,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,81
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P006,Biscuits 400g,Snacks,40.0,40,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,133
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,101
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,111
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,104
2023-01-01,S082,Dindigul Grocery,Neighborhood,small,Dindigul,rural,P010,Rice 5kg,Staples,250.0,250,0,0,22.9,0.0,38.1,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,104
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,167
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,182
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P003,Milk 1L,Dairy,48.0,60,20,1,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,206
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P004,Curd 500g,Dairy,45.0,45,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,154
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P005,Chips 200g,Snacks,35.0,35,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,174
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P006,Biscuits 400g,Snacks,40.0,40,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,175
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,173
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,162
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,174
2023-01-01,S094,Tirunelveli Center,Supermarket,medium,Tirunelveli,suburban,P010,Rice 5kg,Staples,250.0,250,0,0,21.2,0.0,36.7,normal,0,0,None,0.0,-1,0,6,1,1,100,0,0,184
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,69
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,107
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P003,Milk 1L,Dairy,51.0,60,15,1,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,100
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P004,Curd 500g,Dairy,45.0,45,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,109
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P005,Chips 200g,Snacks,35.0,35,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,98
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,112
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,111
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,18,1,95
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,84
2023-01-01,S105,Puducherry Shop,Neighborhood,small,Puducherry,urban,P010,Rice 5kg,Staples,250.0,250,0,0,22.4,31.4,51.5,rainy,0,0,None,0.0,-1,0,6,1,1,100,0,0,107
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,309
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,221
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P003,Milk 1L,Dairy,60.0,60,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,263
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P004,Curd 500g,Dairy,45.0,45,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,262
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P005,Chips 200g,Snacks,35.0,35,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,216
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,248
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,249
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,277
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,63,0,1,243
2023-01-02,S011,Madurai Central,Large Supermarket,large,Madurai,urban,P010,Rice 5kg,Staples,250.0,250,0,0,18.9,0.0,43.9,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,259
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,263
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,258
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P003,Milk 1L,Dairy,60.0,60,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,231
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P004,Curd 500g,Dairy,45.0,45,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,195
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P005,Chips 200g,Snacks,35.0,35,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,316
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,260
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,215
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P008,Onions 1kg,Fresh Produce,25.0,25,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,238
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P009,Ice Cream 500ml,Frozen,80.0,80,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,229
2023-01-02,S017,Salem Hub,Wholesale,large,Salem,urban,P010,Rice 5kg,Staples,250.0,250,0,0,16.2,0.0,46.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,218
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P001,Cold Drinks 2L,Beverages,50.0,50,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,196
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P002,Mineral Water 1L,Beverages,20.0,20,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,139
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P003,Milk 1L,Dairy,60.0,60,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,146
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P004,Curd 500g,Dairy,45.0,45,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,132
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P005,Chips 200g,Snacks,35.0,35,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,136
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P006,Biscuits 400g,Snacks,40.0,40,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,106
2023-01-02,S037,Coimbatore Market,Supermarket,medium,Coimbatore,urban,P007,Tomatoes 1kg,Fresh Produce,30.0,30,0,0,18.6,0.0,55.1,normal,0,0,None,0.0,-1,0,0,0,1,100,0,0,140
